severity,disease,filename,filepath,width,height,format,mode,is_augmented,source_filepath
Sedang,Sunburn,aug_00664_2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00664_2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg
Sedang,Sunburn,aug_00665_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00665_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg
Sedang,Sunburn,aug_00666_1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00666_1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg
Sedang,Sunburn,aug_00667_1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00667_1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg
Sedang,Sunburn,aug_00668_2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00668_2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg
Sedang,Sunburn,aug_00669_2-134-_jpg.rf.1a7fc8287d6a11471ab2bbaf99a23b9c.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00669_2-134-_jpg.rf.1a7fc8287d6a11471ab2bbaf99a23b9c.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-134-_jpg.rf.1a7fc8287d6a11471ab2bbaf99a23b9c.jpg
Sedang,Sunburn,aug_00670_1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00670_1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg
Sedang,Sunburn,aug_00671_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00671_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg
Sedang,Sunburn,aug_00672_1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00672_1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg
Sedang,Sunburn,aug_00673_1-216-_jpg.rf.02f2e88e030b0b0d5d47535b4f094bec.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00673_1-216-_jpg.rf.02f2e88e030b0b0d5d47535b4f094bec.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-216-_jpg.rf.02f2e88e030b0b0d5d47535b4f094bec.jpg
Sedang,Sunburn,aug_00674_1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00674_1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg
Sedang,Sunburn,aug_00675_1-265-_jpg.rf.68685dfc263e6cae0e6eb36eaae7757d.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00675_1-265-_jpg.rf.68685dfc263e6cae0e6eb36eaae7757d.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-265-_jpg.rf.68685dfc263e6cae0e6eb36eaae7757d.jpg
Sedang,Sunburn,aug_00676_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00676_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg
Sedang,Sunburn,aug_00677_1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00677_1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-220-_jpg.rf.b7fef011b7e675b643891d262a36d37e.jpg
Sedang,Sunburn,aug_00678_1-267-_jpg.rf.136752a95a1b836a93159f29d7232598.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00678_1-267-_jpg.rf.136752a95a1b836a93159f29d7232598.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-267-_jpg.rf.136752a95a1b836a93159f29d7232598.jpg
Sedang,Sunburn,aug_00679_2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00679_2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-126-_jpg.rf.6faa54207d799a1052eba20a26074d61.jpg
Sedang,Sunburn,aug_00680_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00680_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg
Sedang,Sunburn,aug_00681_2-132-_jpg.rf.5f298fa8bf2245f230ac514901f299a1.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00681_2-132-_jpg.rf.5f298fa8bf2245f230ac514901f299a1.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-132-_jpg.rf.5f298fa8bf2245f230ac514901f299a1.jpg
Sedang,Sunburn,aug_00682_1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00682_1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-260-_jpg.rf.18f6acaae2121a137d2a87a88a8e49f5.jpg
Sedang,Sunburn,aug_00683_1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00683_1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-271-_jpg.rf.cbaa9942c7bd88aa075ab73c8563d5d0.jpg
Sedang,Sunburn,aug_00684_2-64-_jpg.rf.b19da16104b06f59527f6f5178cf969f.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00684_2-64-_jpg.rf.b19da16104b06f59527f6f5178cf969f.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-64-_jpg.rf.b19da16104b06f59527f6f5178cf969f.jpg
Sedang,Sunburn,aug_00685_1-225-_jpg.rf.40a2f3b51fd0be0dcd72feeeebc47af7.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00685_1-225-_jpg.rf.40a2f3b51fd0be0dcd72feeeebc47af7.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-225-_jpg.rf.40a2f3b51fd0be0dcd72feeeebc47af7.jpg
Sedang,Sunburn,aug_00686_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00686_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg
Sedang,Sunburn,aug_00687_1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00687_1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg
Sedang,Sunburn,aug_00688_1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00688_1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-212-_jpg.rf.11747938b9f8fa29bf67ffd9b69122cc.jpg
Sedang,Sunburn,aug_00689_2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00689_2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg
Sedang,Sunburn,aug_00690_2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00690_2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg
Sedang,Sunburn,aug_00691_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00691_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg
Sedang,Sunburn,aug_00692_2-106-_jpg.rf.06d3525c8bc43ade97803ef4aa59a259.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00692_2-106-_jpg.rf.06d3525c8bc43ade97803ef4aa59a259.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-106-_jpg.rf.06d3525c8bc43ade97803ef4aa59a259.jpg
Sedang,Sunburn,aug_00693_1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00693_1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg
Sedang,Sunburn,aug_00694_1-228-_jpg.rf.5dca458a1c5aa1b2983ba0e6deffb96c.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00694_1-228-_jpg.rf.5dca458a1c5aa1b2983ba0e6deffb96c.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-228-_jpg.rf.5dca458a1c5aa1b2983ba0e6deffb96c.jpg
Sedang,Sunburn,aug_00695_2-61-_jpg.rf.bc71d64aea72faed1cfaf4f97c8f13ac.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00695_2-61-_jpg.rf.bc71d64aea72faed1cfaf4f97c8f13ac.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-61-_jpg.rf.bc71d64aea72faed1cfaf4f97c8f13ac.jpg
Sedang,Sunburn,aug_00696_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00696_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg
Sedang,Sunburn,aug_00697_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00697_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg
Sedang,Sunburn,aug_00698_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00698_1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-227-_jpg.rf.9afbe7c5c1abcddae39d072a3b265b77.jpg
Sedang,Sunburn,aug_00699_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00699_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg
Sedang,Sunburn,aug_00700_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00700_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg
Sedang,Sunburn,aug_00701_2-90-_jpg.rf.9137433769cf575fc78c4e67c86742cb.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00701_2-90-_jpg.rf.9137433769cf575fc78c4e67c86742cb.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-90-_jpg.rf.9137433769cf575fc78c4e67c86742cb.jpg
Sedang,Sunburn,aug_00702_2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00702_2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-70-_jpg.rf.fa7d43b77eba53b5a58565905fde3e82.jpg
Sedang,Sunburn,aug_00703_2-95-_jpg.rf.275d3d3be0fb78125939385a636391e7.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00703_2-95-_jpg.rf.275d3d3be0fb78125939385a636391e7.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-95-_jpg.rf.275d3d3be0fb78125939385a636391e7.jpg
Sedang,Sunburn,aug_00704_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00704_1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-273-_jpg.rf.70ad242105f04800b5c27465065c6809.jpg
Sedang,Sunburn,aug_00705_2-131-_jpg.rf.42515639b91bb1dee94ac6e8edf65e1f.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00705_2-131-_jpg.rf.42515639b91bb1dee94ac6e8edf65e1f.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-131-_jpg.rf.42515639b91bb1dee94ac6e8edf65e1f.jpg
Sedang,Sunburn,aug_00706_2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00706_2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-82-_jpg.rf.419dbba909eca7a4247f2df08c40756e.jpg
Sedang,Sunburn,aug_00707_2-66-_jpg.rf.f5c8ad560463dc0f6e382fe224a4718d.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00707_2-66-_jpg.rf.f5c8ad560463dc0f6e382fe224a4718d.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-66-_jpg.rf.f5c8ad560463dc0f6e382fe224a4718d.jpg
Sedang,Sunburn,aug_00708_2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00708_2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg
Sedang,Sunburn,aug_00709_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00709_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg
Sedang,Sunburn,aug_00710_1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00710_1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-250-_jpg.rf.171c8b2d1621b26b6fe9852879936712.jpg
Sedang,Sunburn,aug_00711_2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00711_2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg
Sedang,Sunburn,aug_00712_2-69-_jpg.rf.b64baa8c34c7102f877cb6f9931825e9.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00712_2-69-_jpg.rf.b64baa8c34c7102f877cb6f9931825e9.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-69-_jpg.rf.b64baa8c34c7102f877cb6f9931825e9.jpg
Sedang,Sunburn,aug_00713_2-123-_jpg.rf.468bc6097281963a94c4ff65bf6f246c.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00713_2-123-_jpg.rf.468bc6097281963a94c4ff65bf6f246c.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-123-_jpg.rf.468bc6097281963a94c4ff65bf6f246c.jpg
Sedang,Sunburn,aug_00714_1-247-_jpg.rf.5e5d5ee2cf4f4b66a119b190632330fd.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00714_1-247-_jpg.rf.5e5d5ee2cf4f4b66a119b190632330fd.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-247-_jpg.rf.5e5d5ee2cf4f4b66a119b190632330fd.jpg
Sedang,Sunburn,aug_00715_1-262-_jpg.rf.7a9cb18acbe28071e0c1751c9093e44f.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00715_1-262-_jpg.rf.7a9cb18acbe28071e0c1751c9093e44f.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-262-_jpg.rf.7a9cb18acbe28071e0c1751c9093e44f.jpg
Sedang,Sunburn,aug_00716_1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00716_1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-219-_jpg.rf.2d0051d01547422fb145aade14098535.jpg
Sedang,Sunburn,aug_00717_1-270-_jpg.rf.dabecdb5501da58c86c38bff08ec8289.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00717_1-270-_jpg.rf.dabecdb5501da58c86c38bff08ec8289.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-270-_jpg.rf.dabecdb5501da58c86c38bff08ec8289.jpg
Sedang,Sunburn,aug_00718_2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00718_2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-75-_jpg.rf.3182257379b56bd4e5a623b3baf3ff1f.jpg
Sedang,Sunburn,aug_00719_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00719_2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-108-_jpg.rf.cb46b8910bf4720ae84dbd0939bc11bc.jpg
Sedang,Sunburn,aug_00720_2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00720_2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-92-_jpg.rf.14780baae036322fb0d29a6f55e36b34.jpg
Sedang,Sunburn,aug_00721_1-218-_jpg.rf.15b6622c70ce61e5f81e7b2a735d2c09.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00721_1-218-_jpg.rf.15b6622c70ce61e5f81e7b2a735d2c09.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-218-_jpg.rf.15b6622c70ce61e5f81e7b2a735d2c09.jpg
Sedang,Sunburn,aug_00722_1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00722_1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-225-_jpg.rf.87d686e23421b329db0a55378cfcee27.jpg
Sedang,Sunburn,aug_00723_2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00723_2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-95-_jpg.rf.a7e5ba3bb1c9773ed102227fb35936a5.jpg
Sedang,Sunburn,aug_00724_2-124-_jpg.rf.b949f3c6df18389bb8e23d3848f1f6ae.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00724_2-124-_jpg.rf.b949f3c6df18389bb8e23d3848f1f6ae.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-124-_jpg.rf.b949f3c6df18389bb8e23d3848f1f6ae.jpg
Sedang,Sunburn,aug_00725_2-73-_jpg.rf.4c90d8b17285c17afe5800688c9b9d56.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00725_2-73-_jpg.rf.4c90d8b17285c17afe5800688c9b9d56.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-73-_jpg.rf.4c90d8b17285c17afe5800688c9b9d56.jpg
Sedang,Sunburn,aug_00726_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00726_2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-92-_jpg.rf.79ea1aaa70f3e54a26bfa1759c66caac.jpg
Sedang,Sunburn,aug_00727_2-98-_jpg.rf.e60ede48ba2cc2d596e7255e29326dc0.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00727_2-98-_jpg.rf.e60ede48ba2cc2d596e7255e29326dc0.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-98-_jpg.rf.e60ede48ba2cc2d596e7255e29326dc0.jpg
Sedang,Sunburn,aug_00728_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00728_2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\2-93-_jpg.rf.bedacb0fac12d52781716f3bd7f1a87e.jpg
Sedang,Sunburn,aug_00729_1-258-_jpg.rf.86ae9a14de4980d6aa05dd037c3ab71a.jpg,D:/Analisis data cptn/clean_data\train\Sedang\Sunburn\aug_00729_1-258-_jpg.rf.86ae9a14de4980d6aa05dd037c3ab71a.jpg,224,224,JPEG,RGB,True,D:/Analisis data cptn/Data capston project\Sedang\Sunburn\1-258-_jpg.rf.86ae9a14de4980d6aa05dd037c3ab71a.jpg
