severity,disease,filename,filepath,width,height,format,mode
Sedang,Warts Molluscum and other Viral Infections,2_53.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\2_53.jpg,294,222,JPEG,RGB
Sedang,Melasma,f217bee4-a473-4ae8-9247-b8b1b7204a42_jpg.rf.ecf06a14eb6ed23b9f63590bd8c6d08a.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\f217bee4-a473-4ae8-9247-b8b1b7204a42_jpg.rf.ecf06a14eb6ed23b9f63590bd8c6d08a.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-dermatofibroma-70.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-dermatofibroma-70.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0069675.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0069675.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-pityriasis-rosea-88.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-pityriasis-rosea-88.jpg,720,496,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Guttate-68.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Guttate-68.jpg,496,720,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-ruff-19.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-ruff-19.jpg,720,482,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0062240.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0062240.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratosis-irritated-10.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratosis-irritated-10.jpg,720,483,JPEG,RGB
Terparah,Melanoma,ISIC_7230898.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7230898.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0070789.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0070789.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6877295.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6877295.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0032215.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0032215.jpg,600,450,JPEG,RGB
Ringan,Atopic Dermatitis,t-05keratosisPilaris0830041.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-05keratosisPilaris0830041.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0064608.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0064608.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,superpixels-100acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\superpixels-100acquired-dermal-macular-hyperpigmentation-015__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Sedang,Melasma,29_jpeg_jpg.rf.59bf73923b3d9454821c346d404b6368.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\29_jpeg_jpg.rf.59bf73923b3d9454821c346d404b6368.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072433.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072433.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,superpixels-100acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\superpixels-100acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Sedang,Melasma,levle0_39_jpg.rf.7afebd7f182483e51d27c5c27659b1b6.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_39_jpg.rf.7afebd7f182483e51d27c5c27659b1b6.jpg,512,512,JPEG,RGB
Sedang,Melasma,melasma30_jpg.rf.99bb70f49232cc39520460633f4ba5c8.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\melasma30_jpg.rf.99bb70f49232cc39520460633f4ba5c8.jpg,512,512,JPEG,RGB
Normal,healthy skin,IMG20240115130150 - Fito Aprilius.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\IMG20240115130150 - Fito Aprilius.jpg,3456,4608,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065780.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065780.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-follicular-mucinosis-2.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-follicular-mucinosis-2.jpg,720,464,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0033449.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0033449.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-digitate-28.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-digitate-28.jpg,720,477,JPEG,RGB
Sedang,Melasma,226_jpg.rf.17bb62c78a29be508dd83fcdef407bb6.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\226_jpg.rf.17bb62c78a29be508dd83fcdef407bb6.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,Crop-100450_0300acquired-dermal-macular-hyperpigmentation-014__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\Crop-100450_0300acquired-dermal-macular-hyperpigmentation-014__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,194,222,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-plantar-30.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-plantar-30.jpg,720,465,JPEG,RGB
Sedang,Melasma,levle1_189_jpg.rf.7fc453c4d0ec3b401297f6369c0a344e.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_189_jpg.rf.7fc453c4d0ec3b401297f6369c0a344e.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0070785.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0070785.jpg,1024,1024,JPEG,RGB
Normal,healthy skin,Berminyak93_jpg.rf.40e69b52d4a6f2e1d1ad8f1156b6f1f8.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Berminyak93_jpg.rf.40e69b52d4a6f2e1d1ad8f1156b6f1f8.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,saturation-200acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-200acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0060947.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0060947.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0057642.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0057642.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7477061.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7477061.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7040108.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7040108.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7024619.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7024619.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_6904082.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6904082.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0033701.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0033701.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_6676883.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6676883.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal66_jpg.rf.883e129be3d2eed3039b69f2f3ef864e.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal66_jpg.rf.883e129be3d2eed3039b69f2f3ef864e.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059517.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059517.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069011.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069011.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-psoriasis-digits-2.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-psoriasis-digits-2.jpg,720,496,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0057250.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0057250.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,t-eczema-fingertips-11.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-fingertips-11.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059243.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059243.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_7153988.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7153988.jpg,512,512,JPEG,RGB
Sedang,Melasma,levle2_154_jpg.rf.e8811a9bf783f1e4971c78dfcde50e1a.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle2_154_jpg.rf.e8811a9bf783f1e4971c78dfcde50e1a.jpg,512,512,JPEG,RGB
Sedang,Melasma,flan-6-_jpg.rf.73650289349dc94b4d7b9f0872a8fdd0.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\flan-6-_jpg.rf.73650289349dc94b4d7b9f0872a8fdd0.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal109_jpg.rf.743782192b49b0d3bcad9f727b076167.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\Normal109_jpg.rf.743782192b49b0d3bcad9f727b076167.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0065140.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0065140.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-psoriasis-palms-soles-160.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-psoriasis-palms-soles-160.jpg,720,480,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0054985.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0054985.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,superpixels-75acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\superpixels-75acquired-dermal-macular-hyperpigmentation-021-v2__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0055748.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0055748.jpg,1024,1024,JPEG,RGB
Ringan,Atopic Dermatitis,10_6.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\10_6.jpg,294,222,JPEG,RGB
Normal,healthy skin,normal213.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal213.png,224,224,PNG,RGB
Sedang,Warts Molluscum and other Viral Infections,v-warts-immunocompromised-6.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\v-warts-immunocompromised-6.jpg,720,480,JPEG,RGB
Sedang,Melasma,levle0_363_jpg.rf.32a3c1c42d5df4150fafd69cbc38cba2.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_363_jpg.rf.32a3c1c42d5df4150fafd69cbc38cba2.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7351958.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7351958.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-seborrheic-keratosis-irritated-130.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-seborrheic-keratosis-irritated-130.jpg,720,472,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-warts-common-51.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-warts-common-51.jpg,720,472,JPEG,RGB
Sedang,Melasma,4_jpg.rf.e508b64b53e15a1a64dbaac166619103.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\4_jpg.rf.e508b64b53e15a1a64dbaac166619103.jpg,512,512,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-seborrheic-dermatitis-14.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-seborrheic-dermatitis-14.jpg,720,480,JPEG,RGB
Terparah,Melanoma,ISIC_7144795.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7144795.jpg,512,512,JPEG,RGB
Normal,healthy skin,20240115_121041.jpg,D:/Analisis data cptn/Data capston project\Normal\healthy skin\20240115_121041.jpg,4000,3000,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,0_1.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\0_1.jpg,294,222,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-molluscum-contagiosum-117.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-molluscum-contagiosum-117.jpg,720,484,JPEG,RGB
Terparah,Melanoma,ISIC_7082337.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7082337.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0027525.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0027525.jpg,600,450,JPEG,RGB
Ringan,Eczema,t-eczema-fingertips-66.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-fingertips-66.jpg,720,472,JPEG,RGB
Ringan,Atopic Dermatitis,t-05AtopicHand4.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-05AtopicHand4.jpg,720,472,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069206.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069206.jpg,1024,1024,JPEG,RGB
Ringan,Atopic Dermatitis,2_3.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\2_3.jpg,294,222,JPEG,RGB
Ringan,Atopic Dermatitis,1_42.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\1_42.jpg,294,222,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,t-Psoriasis-Hand-56.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\t-Psoriasis-Hand-56.jpg,479,720,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0069311.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0069311.jpg,1024,1024,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0060137.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0060137.jpg,1024,1024,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-pityriasis-rosea-197.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-pityriasis-rosea-197.jpg,720,472,JPEG,RGB
Sedang,Melasma,3abac4b8-0219-4f6e-a2fb-732b5f7b91ed_jpg.rf.749ddbe9e50f7c4a3d1274ed45d6acf3.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\3abac4b8-0219-4f6e-a2fb-732b5f7b91ed_jpg.rf.749ddbe9e50f7c4a3d1274ed45d6acf3.jpg,512,512,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0029596.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0029596.jpg,600,450,JPEG,RGB
Ringan,Atopic Dermatitis,t-KeratosisIMG005-GP3.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\t-KeratosisIMG005-GP3.jpg,506,720,JPEG,RGB
Sedang,Melasma,levle0_243_jpg.rf.1e3b36ac91f84d0310979347f5c50029.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_243_jpg.rf.1e3b36ac91f84d0310979347f5c50029.jpg,512,512,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,v-stucco-keratoses-11.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\v-stucco-keratoses-11.jpg,720,470,JPEG,RGB
Sedang,Melasma,levle1_23_jpg.rf.adb2c9ff959ba4fe122897b5aa194ddf.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_23_jpg.rf.adb2c9ff959ba4fe122897b5aa194ddf.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0062956.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0062956.jpg,1024,1024,JPEG,RGB
Terparah,Seborrheic Keratoses and other Benign Tumors,t-seborrheic-keratoses-smooth-23.jpg,D:/Analisis data cptn/Data capston project\Terparah\Seborrheic Keratoses and other Benign Tumors\t-seborrheic-keratoses-smooth-23.jpg,720,481,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0067135.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0067135.jpg,1024,1024,JPEG,RGB
Ringan,hyperpigmentation,saturation-150acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\saturation-150acquired-dermal-macular-hyperpigmentation-006__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Sedang,Melasma,levle0_274_jpg.rf.659fce0c99d831c4849ce7687168e88f.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle0_274_jpg.rf.659fce0c99d831c4849ce7687168e88f.jpg,512,512,JPEG,RGB
Ringan,hyperpigmentation,padd-00_0100acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\padd-00_0100acquired-dermal-macular-hyperpigmentation-012__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsIngiLDFd.jpeg,394,222,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0025985.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0025985.jpg,600,450,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-cutaneous-110.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-cutaneous-110.jpg,481,720,JPEG,RGB
Terparah,Melanoma,ISIC_7159073.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7159073.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7077047.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7077047.jpg,512,512,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0070663.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0070663.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6756517.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6756517.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,6_152.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\6_152.jpg,294,222,JPEG,RGB
Terparah,Melanoma,ISIC_7353973.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7353973.jpg,512,512,JPEG,RGB
Terparah,Melanoma,ISIC_7342741.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7342741.jpg,512,512,JPEG,RGB
Ringan,Eczema,t-Dyshidrosis-21.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-Dyshidrosis-21.jpg,720,472,JPEG,RGB
Ringan,hyperpigmentation,flip--1acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,D:/Analisis data cptn/Data capston project\Ringan\hyperpigmentation\flip--1acquired-dermal-macular-hyperpigmentation-013__ProtectWyJQcm90ZWN0Il0_FocusFillWzI5NCwyMjIsInkiLDg1XQ.jpeg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0068356.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0068356.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0067116.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0067116.jpg,1024,1024,JPEG,RGB
Ringan,Eczema,t-eczema-subacute-12.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-subacute-12.jpg,720,472,JPEG,RGB
Sedang,Psoriasis pictures Lichen Planus and related diseases,v-seborrheic-dermatitis-97.jpg,D:/Analisis data cptn/Data capston project\Sedang\Psoriasis pictures Lichen Planus and related diseases\v-seborrheic-dermatitis-97.jpg,720,472,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,3_39.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\3_39.jpg,294,222,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0059657.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0059657.jpg,1024,1024,JPEG,RGB
Ringan,Atopic Dermatitis,1_71.jpg,D:/Analisis data cptn/Data capston project\Ringan\Atopic Dermatitis\1_71.jpg,294,222,JPEG,RGB
Sedang,Melasma,levle1_476_jpg.rf.1c8755fdaaf4fb65108841125f326b96.jpg,D:/Analisis data cptn/Data capston project\Sedang\Melasma\levle1_476_jpg.rf.1c8755fdaaf4fb65108841125f326b96.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,t-herpes-type-1-recurrent-9.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\t-herpes-type-1-recurrent-9.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0030207.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0030207.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_6839452.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6839452.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal201.png,D:/Analisis data cptn/Data capston project\Normal\healthy skin\normal201.png,224,224,PNG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0029412.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0029412.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0030177.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0030177.jpg,600,450,JPEG,RGB
Terparah,Melanoma,ISIC_7621283.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_7621283.jpg,512,512,JPEG,RGB
Sedang,Warts Molluscum and other Viral Infections,3_28.jpg,D:/Analisis data cptn/Data capston project\Sedang\Warts Molluscum and other Viral Infections\3_28.jpg,294,222,JPEG,RGB
Ringan,Eczema,t-eczema-fingertips-59.jpg,D:/Analisis data cptn/Data capston project\Ringan\Eczema\t-eczema-fingertips-59.jpg,720,472,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0054900.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0054900.jpg,1024,1024,JPEG,RGB
Ringan,Benign Keratosis-like Lesions (BKL),ISIC_0026444.jpg,D:/Analisis data cptn/Data capston project\Ringan\Benign Keratosis-like Lesions (BKL)\ISIC_0026444.jpg,600,450,JPEG,RGB
Terparah,Basal Cell Carcinoma (BCC),ISIC_0072267.jpg,D:/Analisis data cptn/Data capston project\Terparah\Basal Cell Carcinoma (BCC)\ISIC_0072267.jpg,1024,1024,JPEG,RGB
Terparah,Melanoma,ISIC_6968972.jpg,D:/Analisis data cptn/Data capston project\Terparah\Melanoma\ISIC_6968972.jpg,512,512,JPEG,RGB
