severity,disease,filename,filepath,width,height,format,mode
Normal,healthy skin,normal260.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal260.png,224,224,PNG,RGB
Normal,healthy skin,Normal260_jpg.rf.1df34263c051a3dbec7c52546d8c1e4f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal260_jpg.rf.1df34263c051a3dbec7c52546d8c1e4f.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal261.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal261.png,224,224,PNG,RGB
Normal,healthy skin,Normal261_jpg.rf.0d5a6e813b6b3e597f995183fc54f4d9.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal261_jpg.rf.0d5a6e813b6b3e597f995183fc54f4d9.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal262.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal262.png,224,224,PNG,RGB
Normal,healthy skin,Normal262_jpg.rf.693a32bdffc44ec0d5b709e87b254ba8.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal262_jpg.rf.693a32bdffc44ec0d5b709e87b254ba8.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal263.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal263.png,224,224,PNG,RGB
Normal,healthy skin,Normal263_jpg.rf.615a5a2d910dcb0bffb88caf7ac614cb.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal263_jpg.rf.615a5a2d910dcb0bffb88caf7ac614cb.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal264.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal264.png,224,224,PNG,RGB
Normal,healthy skin,Normal264_jpg.rf.c1dd4eaf260de973ae240cdcb647871e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal264_jpg.rf.c1dd4eaf260de973ae240cdcb647871e.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal265.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal265.png,224,224,PNG,RGB
Normal,healthy skin,Normal265_jpg.rf.eecdf8df3a246a4560eca6a1c7bd7a86.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal265_jpg.rf.eecdf8df3a246a4560eca6a1c7bd7a86.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal266.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal266.png,224,224,PNG,RGB
Normal,healthy skin,Normal266_jpg.rf.49e147f249ee822bca2644f1cd8a611a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal266_jpg.rf.49e147f249ee822bca2644f1cd8a611a.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal267.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal267.png,224,224,PNG,RGB
Normal,healthy skin,Normal267_jpg.rf.f7e6a83b0b1bc83f616a612e10dbe61e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal267_jpg.rf.f7e6a83b0b1bc83f616a612e10dbe61e.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal268.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal268.png,224,224,PNG,RGB
Normal,healthy skin,Normal268_jpg.rf.ad6747be5db4853c35a938fb6e272ce5.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal268_jpg.rf.ad6747be5db4853c35a938fb6e272ce5.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal269.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal269.png,224,224,PNG,RGB
Normal,healthy skin,Normal269_jpg.rf.06d91fccc9b43313bca2fdba5e0a5eb1.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal269_jpg.rf.06d91fccc9b43313bca2fdba5e0a5eb1.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal26_jpg.rf.0f9a86059c120144aba6648d53e8ec93.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal26_jpg.rf.0f9a86059c120144aba6648d53e8ec93.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal27.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal27.png,224,224,PNG,RGB
Normal,healthy skin,normal270.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal270.png,224,224,PNG,RGB
Normal,healthy skin,Normal270_jpg.rf.34cbe603754ff04a8b636af80814b535.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal270_jpg.rf.34cbe603754ff04a8b636af80814b535.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal271.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal271.png,224,224,PNG,RGB
Normal,healthy skin,Normal271_jpg.rf.245a5f0554949d80aa71897e8003e973.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal271_jpg.rf.245a5f0554949d80aa71897e8003e973.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal272.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal272.png,224,224,PNG,RGB
Normal,healthy skin,Normal272_jpg.rf.1495428f0e7a71cb216734675ae086b3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal272_jpg.rf.1495428f0e7a71cb216734675ae086b3.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal273.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal273.png,224,224,PNG,RGB
Normal,healthy skin,Normal273_jpg.rf.ea758d09329ada20370cecceebd1fcaa.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal273_jpg.rf.ea758d09329ada20370cecceebd1fcaa.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal274.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal274.png,224,224,PNG,RGB
Normal,healthy skin,Normal274_jpg.rf.6e951618528188b3797a8f74f4f942a7.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal274_jpg.rf.6e951618528188b3797a8f74f4f942a7.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal275.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal275.png,224,224,PNG,RGB
Normal,healthy skin,Normal275_jpg.rf.5a89a4b46c42dc797cb450cd4d3fd7f8.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal275_jpg.rf.5a89a4b46c42dc797cb450cd4d3fd7f8.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal276.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal276.png,224,224,PNG,RGB
Normal,healthy skin,Normal276_jpg.rf.4e9c1f0929c1636c3a1c336285104ded.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal276_jpg.rf.4e9c1f0929c1636c3a1c336285104ded.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal277.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal277.png,224,224,PNG,RGB
Normal,healthy skin,Normal277_jpg.rf.d4dfc8eb3abe0eccc74ced8b462db59f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal277_jpg.rf.d4dfc8eb3abe0eccc74ced8b462db59f.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal278.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal278.png,224,224,PNG,RGB
Normal,healthy skin,Normal278_jpg.rf.6f58759fb5b748493f0cd8759546788a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal278_jpg.rf.6f58759fb5b748493f0cd8759546788a.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal279.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal279.png,224,224,PNG,RGB
Normal,healthy skin,Normal279_jpg.rf.86312427b3280b836b5f5caf2457c3ba.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal279_jpg.rf.86312427b3280b836b5f5caf2457c3ba.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal27_jpg.rf.51b8b7403b5dda1a08e686495ca4f5e0.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal27_jpg.rf.51b8b7403b5dda1a08e686495ca4f5e0.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal28.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal28.png,224,224,PNG,RGB
Normal,healthy skin,normal280.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal280.png,224,224,PNG,RGB
Normal,healthy skin,Normal280_jpg.rf.acda6a9d8e41d096ca1a7f07d340d69e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal280_jpg.rf.acda6a9d8e41d096ca1a7f07d340d69e.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal281.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal281.png,224,224,PNG,RGB
Normal,healthy skin,Normal281_jpg.rf.1c3dc3bdf4f86634afe313acf9bea2d4.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal281_jpg.rf.1c3dc3bdf4f86634afe313acf9bea2d4.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal282.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal282.png,224,224,PNG,RGB
Normal,healthy skin,Normal282_jpg.rf.3802835353182d250038c889a8adaf05.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal282_jpg.rf.3802835353182d250038c889a8adaf05.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal283.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal283.png,224,224,PNG,RGB
Normal,healthy skin,Normal283_jpg.rf.2544a6aed3e739cca1507ceacfbbd10d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal283_jpg.rf.2544a6aed3e739cca1507ceacfbbd10d.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal284.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal284.png,224,224,PNG,RGB
Normal,healthy skin,Normal284_jpg.rf.e4bcf35df417ba0f818c3f4980ff627d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal284_jpg.rf.e4bcf35df417ba0f818c3f4980ff627d.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal285.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal285.png,224,224,PNG,RGB
Normal,healthy skin,Normal285_jpg.rf.04d9faacc5f593ec32942b34e003beed.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal285_jpg.rf.04d9faacc5f593ec32942b34e003beed.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal286.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal286.png,224,224,PNG,RGB
Normal,healthy skin,Normal286_jpg.rf.48f3d3d42ac3cbeac8abcfe14131d539.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal286_jpg.rf.48f3d3d42ac3cbeac8abcfe14131d539.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal287.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal287.png,224,224,PNG,RGB
Normal,healthy skin,Normal287_jpg.rf.91d5e95a35ba90a738a4af4ff69090b2.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal287_jpg.rf.91d5e95a35ba90a738a4af4ff69090b2.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal288.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal288.png,224,224,PNG,RGB
Normal,healthy skin,normal289.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal289.png,224,224,PNG,RGB
Normal,healthy skin,Normal28_jpg.rf.b63d0b52ac8e214809434a60ff5493ca.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal28_jpg.rf.b63d0b52ac8e214809434a60ff5493ca.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal29.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal29.png,224,224,PNG,RGB
Normal,healthy skin,normal290.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal290.png,224,224,PNG,RGB
Normal,healthy skin,Normal290_jpg.rf.67164820d4b9acca4cf8bfb5f81e90ea.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal290_jpg.rf.67164820d4b9acca4cf8bfb5f81e90ea.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal291.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal291.png,224,224,PNG,RGB
Normal,healthy skin,Normal291_jpg.rf.49f09bdfef4721e4285a8948e872f30a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal291_jpg.rf.49f09bdfef4721e4285a8948e872f30a.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal292.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal292.png,224,224,PNG,RGB
Normal,healthy skin,Normal292_jpg.rf.35ad54cad641b1102869d5c4789da900.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal292_jpg.rf.35ad54cad641b1102869d5c4789da900.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal293.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal293.png,224,224,PNG,RGB
Normal,healthy skin,Normal293_jpg.rf.eb2474ff6dea13ab5fc51ca51617a4ce.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal293_jpg.rf.eb2474ff6dea13ab5fc51ca51617a4ce.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal294_jpg.rf.b53d13a2bf51c233db47b04913b8002e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal294_jpg.rf.b53d13a2bf51c233db47b04913b8002e.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal295_jpg.rf.c86dfdcd73ca4736762792d0d34f9324.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal295_jpg.rf.c86dfdcd73ca4736762792d0d34f9324.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal296_jpg.rf.336578ba05f5b3e3ff932b05828b6a6c.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal296_jpg.rf.336578ba05f5b3e3ff932b05828b6a6c.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal297_jpg.rf.f4007e9ac4d44747852db60d69dd24f6.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal297_jpg.rf.f4007e9ac4d44747852db60d69dd24f6.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal298_jpg.rf.b5863c9922f5581bc749aab9c1b46311.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal298_jpg.rf.b5863c9922f5581bc749aab9c1b46311.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal299_jpg.rf.07383c4723717e8406d56db53df60a53.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal299_jpg.rf.07383c4723717e8406d56db53df60a53.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal29_jpg.rf.fd4c88a6262cca8b6b601e910e622aff.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal29_jpg.rf.fd4c88a6262cca8b6b601e910e622aff.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal2_jpg.rf.46e1d8c11c2b1d05c6f18e88e58897cb.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal2_jpg.rf.46e1d8c11c2b1d05c6f18e88e58897cb.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal3.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal3.png,224,224,PNG,RGB
Normal,healthy skin,normal30.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal30.png,224,224,PNG,RGB
Normal,healthy skin,Normal300_jpg.rf.024b24853255eb7f97a0055599d76d7c.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal300_jpg.rf.024b24853255eb7f97a0055599d76d7c.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal301_jpg.rf.008d7bb50f004cb749dd7aefa5c393c3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal301_jpg.rf.008d7bb50f004cb749dd7aefa5c393c3.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal302_jpg.rf.9b51727e62de77465647a0e77ec2f818.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal302_jpg.rf.9b51727e62de77465647a0e77ec2f818.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal303_jpg.rf.6c4b94f02047d079dccc8c0798acd550.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal303_jpg.rf.6c4b94f02047d079dccc8c0798acd550.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal304_jpg.rf.faa498d74d0eb4fa0edfaa677fba6c37.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal304_jpg.rf.faa498d74d0eb4fa0edfaa677fba6c37.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal305_jpg.rf.2f4ba680eaa8388e38716d65f2bac78f.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal305_jpg.rf.2f4ba680eaa8388e38716d65f2bac78f.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal306_jpg.rf.34e78ddf66240085a8212b167b412e43.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal306_jpg.rf.34e78ddf66240085a8212b167b412e43.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal307_jpg.rf.3025c1e469ceffa9ffcb7288293652d1.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal307_jpg.rf.3025c1e469ceffa9ffcb7288293652d1.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal308_jpg.rf.8c802fa8488d93df491adcd74f717d68.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal308_jpg.rf.8c802fa8488d93df491adcd74f717d68.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal30_jpg.rf.279fc59b59f374d635f305494a3a599d.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal30_jpg.rf.279fc59b59f374d635f305494a3a599d.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal31.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal31.png,224,224,PNG,RGB
Normal,healthy skin,Normal31_jpg.rf.e5bcb8f3e56c8c48661dd693cd8e43a3.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal31_jpg.rf.e5bcb8f3e56c8c48661dd693cd8e43a3.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal32.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal32.png,224,224,PNG,RGB
Normal,healthy skin,Normal32_jpg.rf.a3ed6ac4c127003abd5323fb48889e18.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal32_jpg.rf.a3ed6ac4c127003abd5323fb48889e18.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal33.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal33.png,224,224,PNG,RGB
Normal,healthy skin,Normal33_jpg.rf.48b82246a4fa7e63a17ad4cd7aeb78f1.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal33_jpg.rf.48b82246a4fa7e63a17ad4cd7aeb78f1.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal34.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal34.png,224,224,PNG,RGB
Normal,healthy skin,Normal34_jpg.rf.22e54fed2e8b2dd7aafbee0b6ab7d8fb.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal34_jpg.rf.22e54fed2e8b2dd7aafbee0b6ab7d8fb.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal35.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal35.png,224,224,PNG,RGB
Normal,healthy skin,Normal35_jpg.rf.4c0c1e14ebc49996fe21fcb33a912402.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal35_jpg.rf.4c0c1e14ebc49996fe21fcb33a912402.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal36.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal36.png,224,224,PNG,RGB
Normal,healthy skin,Normal36_jpg.rf.dbccbf0f15d8aeac32199569939e1882.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal36_jpg.rf.dbccbf0f15d8aeac32199569939e1882.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal37.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal37.png,224,224,PNG,RGB
Normal,healthy skin,Normal37_jpg.rf.128b91bcc92289ab9f3e44fc5b43b2c1.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal37_jpg.rf.128b91bcc92289ab9f3e44fc5b43b2c1.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal38.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal38.png,224,224,PNG,RGB
Normal,healthy skin,Normal38_jpg.rf.19ab2f7d412495935baade6bd1fc0c4e.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal38_jpg.rf.19ab2f7d412495935baade6bd1fc0c4e.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal39.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal39.png,224,224,PNG,RGB
Normal,healthy skin,Normal39_jpg.rf.7f41d8eda61d3ef128ae86b0bd47d4da.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal39_jpg.rf.7f41d8eda61d3ef128ae86b0bd47d4da.jpg,512,512,JPEG,RGB
Normal,healthy skin,Normal3_jpg.rf.3bac2e5d19ef41f2e5bf9257dd62457b.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal3_jpg.rf.3bac2e5d19ef41f2e5bf9257dd62457b.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal4.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal4.png,224,224,PNG,RGB
Normal,healthy skin,normal40.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal40.png,224,224,PNG,RGB
Normal,healthy skin,Normal40_jpg.rf.ba2ea2412e1a5d001a630394ff4b42fc.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal40_jpg.rf.ba2ea2412e1a5d001a630394ff4b42fc.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal41.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal41.png,224,224,PNG,RGB
Normal,healthy skin,Normal41_jpg.rf.df803c8f2e6139d46bf7d9405a42b5cc.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal41_jpg.rf.df803c8f2e6139d46bf7d9405a42b5cc.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal42.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal42.png,224,224,PNG,RGB
Normal,healthy skin,Normal42_jpg.rf.636e2439e8054aa4b297ea71fbeb9071.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal42_jpg.rf.636e2439e8054aa4b297ea71fbeb9071.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal43.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal43.png,224,224,PNG,RGB
Normal,healthy skin,Normal43_jpg.rf.f9a54e431fa7cdc73e73d5666c32929c.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal43_jpg.rf.f9a54e431fa7cdc73e73d5666c32929c.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal44.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal44.png,224,224,PNG,RGB
Normal,healthy skin,Normal44_jpg.rf.57e03f0c6c33dc73fc06c24a0e16f35a.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal44_jpg.rf.57e03f0c6c33dc73fc06c24a0e16f35a.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal45.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal45.png,224,224,PNG,RGB
Normal,healthy skin,Normal45_jpg.rf.dda86bd9fc4d99d00a8d5da9eda8d8ff.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal45_jpg.rf.dda86bd9fc4d99d00a8d5da9eda8d8ff.jpg,512,512,JPEG,RGB
Normal,healthy skin,normal46.png,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\normal46.png,224,224,PNG,RGB
Normal,healthy skin,Normal46_jpg.rf.2481a76339eaaae90eb41ab1f5e071eb.jpg,D:/studi independen/ANALISIS_DATA_CPTN/Data capston project\Normal\healthy skin\Normal46_jpg.rf.2481a76339eaaae90eb41ab1f5e071eb.jpg,512,512,JPEG,RGB
